symbol name,API importance,API importance (accurate)
__p_secstodate,0.000000,1-10^-0.000
conjf,0.000000,1-10^-0.000
conj,0.000000,1-10^-0.000
cimagf,0.000000,1-10^-0.000
cimag,0.000000,1-10^-0.000
__signbitf,0.000000,1-10^-0.000
ecb_crypt,0.000000,1-10^-0.000
__sym_ntos,0.000000,1-10^-0.000
__sym_ston,0.000000,1-10^-0.000
idna_to_ascii_lz,0.000000,1-10^-0.000
cargf,0.000000,1-10^-0.000
xdr_authunix_parms,0.000000,1-10^-0.000
__sqrtf_finite,0.000000,1-10^-0.000
carg,0.000000,1-10^-0.000
dladdr1,0.000000,1-10^-0.000
__isoc99_vscanf,0.000000,1-10^-0.000
lio_listio,0.000000,1-10^-0.000
xdr_uint16_t,0.000000,1-10^-0.000
xdr_u_hyper,0.000000,1-10^-0.000
xdr_int16_t,0.000000,1-10^-0.000
lio_listio,0.000000,1-10^-0.000
mq_notify,0.000000,1-10^-0.000
__mq_open_2,0.000000,1-10^-0.000
__ctype_get_mb_cur_max,0.000000,1-10^-0.000
xdr_int32_t,0.000000,1-10^-0.000
pthread_mutexattr_setprioceiling,0.000000,1-10^-0.000
get_avphys_pages,0.000000,1-10^-0.000
pthread_mutexattr_getprotocol,0.000000,1-10^-0.000
pthread_mutexattr_getpshared,0.000000,1-10^-0.000
pthread_mutexattr_getprioceiling,0.000000,1-10^-0.000
remap_file_pages,0.000000,1-10^-0.000
getdate_r,0.000000,1-10^-0.000
getfsfile,0.000000,1-10^-0.000
__fmodf_finite,0.000000,1-10^-0.000
pthread_mutex_getprioceiling,0.000000,1-10^-0.000
cbc_crypt,0.000000,1-10^-0.000
pthread_mutex_setprioceiling,0.000000,1-10^-0.000
pthread_rwlockattr_getkind_np,0.000000,1-10^-0.000
pthread_rwlockattr_getpshared,0.000000,1-10^-0.000
jnf,0.000000,1-10^-0.000
llabs,0.000000,1-10^-0.000
vwscanf,0.000000,1-10^-0.000
__chk_fail,0.000000,1-10^-0.000
fgetspent_r,0.000000,1-10^-0.000
llroundl,0.000000,1-10^-0.000
get_phys_pages,0.000000,1-10^-0.000
ruserok_af,0.000000,1-10^-0.000
getpublickey,0.000000,1-10^-0.000
pthread_condattr_getpshared,0.000000,1-10^-0.000
vfwscanf,0.000000,1-10^-0.000
fgetpwent_r,0.000000,1-10^-0.000
fgetgrent_r,0.000000,1-10^-0.000
ynf,0.000000,1-10^-0.000
verr,0.000000,1-10^-0.000
