file name,unweighted API importance
/proc/pmu,0.000447
/dev/tun,0.000447
/etc/lxc/default.conf,0.000447
/etc/selinux/semanage.conf,0.000447
/dev/nvidia,0.000447
/proc/*u/cmdline,0.000447
/dev/dvb/adapter0/demux0,0.000447
/dev/ppp,0.000447
/etc/news/organization,0.000447
/etc/pacemaker/authkey,0.000447
/sys/kernel,0.000447
/dev/*/tty*,0.000447
/dev/fd/0,0.000447
/proc/user_beancounters,0.000447
/etc/conquest-dicom-server,0.000447
/proc/net/snmp6,0.000447
/sys/class/net/*/device,0.000447
/etc/udev/rules.d,0.000447
/etc/krb5.keytab,0.000447
/etc/news/inn.conf,0.000447
/dev/js,0.000447
/etc/mysqmail.conf,0.000447
/etc/security/limits.conf,0.000447
/proc/*/fd/0,0.000447
/dev/tcp,0.000447
/etc/apache2/mime.types,0.000447
/etc/dhis-server/dhis.db,0.000447
/etc/torque/server_name,0.000447
/dev/pty,0.000447
/etc/vdpau_wrapper.cfg,0.000447
/sys/devices/system/cpu/cpu0/cpufreq/scaling_governor,0.000447
/etc/fftw/wisdom,0.000447
/etc/apache/mime.types,0.000447
/sys/devices/system/cpu/cpu*/cpufreq/cpuinfo_max_freq,0.000447
/etc/ttys,0.000447
/dev/fb,0.000447
/etc/fuse.conf,0.000447
/sys/class/tty/console/active,0.000447
/etc/securetty,0.000447
/dev/ttyUSB,0.000447
/sys/bus/pci/drivers,0.000447
/etc/sudoers,0.000447
/dev/poll,0.000447
/proc/xen/xenbus,0.000447
/dev/globus_gass_client_shutdown,0.000447
/etc/ppp/ip-down,0.000447
/proc/net/sockstat,0.000447
/etc/krb5kdc/principal,0.000447
/etc/grid-security/gsi-authz.conf,0.000447
/etc/ftpchroot,0.000447
/etc/dnetd.conf,0.000447
/dev/infiniband/rdma_cm,0.000447
/proc/*/task/*d/comm,0.000447
/sys/class/dmi/id/bios_vendor,0.000447
/etc/cups/cupsd.conf,0.000447
/etc/apt/sources.list,0.000447
/etc/openvswitch,0.000447
/sys/class/power_supply/*/alarm,0.000447
/etc/krb5kdc/kdc.conf,0.000447
/etc/krb5kdc/kadm5.acl,0.000447
/sys/devices/system/cpu/cpu0/cpufreq/scaling_max_freq,0.000447
/dev/dvb/adapter*/demux0,0.000447
/proc/sys/net/core/rmem_max,0.000447
/etc/SUSE-release,0.000447
